"Condition","SI_pow","SI_force","Ft_mean","Fr_mean","Tot_power","Cadence","RF_norm","LF_norm","VO2_Normalized","Gross_Metabolic_Power","Normalized_Gross_Metabolic_Power","Net_Metabolic_Power","Normalized_Net_Metabolic_Power","RER","FE","efficiency","percents","pow_condition","SI_force_base"
"Noasym1p5",6.20814678907644,5.80240824077246,77.3551355193066,-128.765530282602,122.66783032926,88.4466907538707,128.593070218315,136.265251019758,NA,NA,NA,NA,NA,NA,37.5290537794247,NA,"No","1p5",0
"0%1p5",6.28623059033247,2.72341581544116,74.2591785295768,-144.546401641765,118.697717502297,89.0204918292585,138.481497411414,134.757589723256,25.8385565503208,738.094123881724,9.13482826586292,596.007020088947,7.37632450605133,0.893238055209319,33.9384299392302,19.9154898351001,"0%","1p5",-3.0789924253313
"10%1p5",17.4550980298941,4.35387718741841,71.7917476623942,-153.589873812869,117.602998180296,91.3716371177344,139.936837024363,146.16488046923,26.4415527634845,750.560362300939,9.2891133948136,608.473258508162,7.53060963500201,0.865525044500828,31.8534169700584,19.3275540931136,"10%","1p5",-1.44853105335405
"20%1p5",37.2942863037059,12.9763737627007,74.4339675421737,-144.440980795883,117.151825894816,88.0067014233205,132.859045893843,151.286889406036,25.1731893987255,715.135795224872,8.85069053496129,573.048691432095,7.09218677514969,0.869059120615323,34.0075317469449,20.4436076107327,"20%","1p5",7.1739655219282
"30%1p5",53.7948398316863,9.78387117209168,73.1303303871873,-145.857250308596,118.484023624693,90.4732936416742,127.157336709631,140.172877149212,26.1971683065207,741.434066293968,9.17616418680653,599.346962501191,7.41766042699494,0.852799661457539,33.3947387129591,19.7688536086403,"30%","1p5",3.98146293131922
"Noasym2p5",3.71371134636609,3.26867831459809,127.438272848308,-158.405142981247,198.159076545424,86.6079445810135,160.36727147511,165.723517795647,NA,NA,NA,NA,NA,NA,44.5832458580393,NA,"No","2p5",0
"0%2p5",2.76674205783275,3.43115458872294,120.222953893982,-173.152169423071,197.279093208451,91.2750027208701,163.793695617509,158.262121423648,36.9354940695367,1066.38234247764,13.1978012682876,924.295238684863,11.439297508476,0.940062460800012,40.97925977318,21.343731413044,"0%","2p5",0.162476274124846
"10%2p5",12.1592282274426,3.38958252982719,122.582607304174,-167.037694480015,195.204696421708,88.725355596828,164.837170223748,170.497905655659,36.2881990469198,1040.82754913469,12.8815290734492,898.740445341915,11.1230253136376,0.911063075065613,42.3252812558411,21.7198076968089,"10%","2p5",0.1209042152291
"20%2p5",34.2583207969871,11.1382325838003,118.519887090545,-177.604023024596,194.531623262965,91.4829579540604,157.587754245485,176.172944096502,37.3229044864668,1074.75351250172,13.3014048576945,932.66640870894,11.5429010978829,0.928594989081224,40.0237478440905,20.8575779556861,"20%","2p5",7.86955426920218
"30%2p5",33.810927775948,15.4569430349713,113.755339519554,-172.198884185769,195.60427075568,95.894350733878,146.879344347383,171.430114075834,38.1415227354895,1102.64955885874,13.6466529561725,960.562455065962,11.8881491963609,0.945751699308554,39.7809614579357,20.3635140769944,"30%","2p5",12.1882647203732
