"Condition","SI_pow","SI_force","Ft_mean","Fr_mean","Tot_power","Cadence","RF_norm","LF_norm","VO2_Normalized","Gross_Metabolic_Power","Normalized_Gross_Metabolic_Power","Net_Metabolic_Power","Normalized_Net_Metabolic_Power","RER","FE","efficiency","percents","pow_condition","SI_force_base"
"Noasym1p5",31.6816047004671,11.3770150888643,104.350247465191,-88.3104722358646,109.410436294454,58.3642370570816,149.535133792932,133.423329854405,NA,NA,NA,NA,NA,NA,54.1626999147037,NA,"No","1p5",0
"0%1p5",22.0642134001418,4.44612397719662,97.0510946021837,-91.1874531493582,107.863098794299,61.9227848105518,142.376257331593,136.184914319627,22.2515689601069,552.597835323085,7.78306810314204,424.660729904902,5.98113704091412,0.847042845643085,51.5575028395791,25.3998288983429,"0%","1p5",-6.93089111166772
"10%1p5",45.041430082249,10.589330745473,77.5340401405599,-121.252283831584,104.945625878361,75.2459657616653,144.881775357288,130.311278553765,23.1175504128138,575.222205611981,8.10172120580254,447.285100193798,6.29979014357462,0.856326185166836,39.0037094057964,23.4628038879207,"10%","1p5",-0.7876843433913
"20%1p5",38.5125732807229,14.7111725269035,89.6730616869478,-103.794942708201,107.316997040923,66.5524793006334,150.879928598325,130.213435081067,22.6569675604502,564.026729453769,7.94403844301083,436.089624035586,6.1421073807829,0.857109263539314,46.3503316568019,24.6089315420553,"20%","1p5",3.33415743803919
"30%1p5",47.7456997169021,21.2771075003747,78.0986540325888,-116.561775348725,105.300684624187,74.886102186031,150.542066205957,121.590397428816,23.6484525601069,589.013333039565,8.29596243717698,461.076227621382,6.49403137494905,0.859219762186209,40.1204570856073,22.8380207688036,"30%","1p5",9.90009241151032
"Noasym2p5",18.3347214582185,13.1615842893685,162.548521414736,-114.129262945908,177.045654248875,60.5251492987165,178.902918697296,156.806759280438,NA,NA,NA,NA,NA,NA,58.7501167794727,NA,"No","2p5",0
"0%2p5",12.9337978402113,7.82407653167784,158.371048024194,-106.696098873321,176.880019724719,62.114848750922,171.867995700879,158.920142952694,33.8069902261098,847.19007425838,11.9322545670194,719.252968840198,10.1303235047915,0.886175729334354,59.7475205350238,24.5921848622939,"0%","2p5",-5.33750775769063
"10%2p5",23.7166951898486,11.2229903601398,144.599630479747,-131.125441809552,176.865247369395,67.923766330055,181.65988052254,162.352075473251,33.4458783864975,839.19986577746,11.8197164194008,711.262760359277,10.0177853571729,0.892044134438038,52.4434101255865,24.8663724894096,"10%","2p5",-1.93859392922863
"20%2p5",14.1297610340545,14.1175350312526,150.71642586895,-119.206775862757,177.058699260139,65.2398323740769,178.268313885662,154.76469359971,33.6112387975057,841.977500805424,11.858838039513,714.040395387241,10.0569069772851,0.884400526682536,55.8367805738895,24.7967342469631,"20%","2p5",0.955950741884154
"30%2p5",25.7396254776977,17.4506618872948,150.1637065265,-115.574765448937,178.097983215026,65.897100646374,179.350062682337,150.563777906176,33.7771275043488,846.965985882613,11.9290983927129,719.02888046443,10.1271673304849,0.888850962122281,56.5080793195727,24.7692391854956,"30%","2p5",4.28907759792631
